number,year,title,domestic_box_office,production_budget,domestic_release_date,domestic_distributor,mpaa_rating,franchise,source,genre,production_method,creative_type,production_companies,production_countries,released_in_india_2nd_check,production_budget_bins,domestic_box_office_bins,director,genres_imdb_final,languages_imdb,id_imdb,genres_imdb_extended,distributor_us
36,2013,The Heat,159581587,43000000,2013-06-28,20th Century Fox,R,The Heat,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"20th Century Fox,Chernin Entertainment,TSG Entertainment,Ingenious Media",United States,yes,25m-50m,150m-200m,Paul Feig,"action,comedy,crime","English,Spanish,Bulgarian",2404463,"Action,Comedy,Crime",21st_century_fox
5509,2018,Skyscraper,67781580,125000000,2018-07-13,Universal,PG,,Original Screenplay,Action,Live Action,Contemporary Fiction,"Legendary Pictures,Seven Bucks Productions,Flynn Picture Company,Universal Pictures",United States,yes,125m-150m,50m-100m,Rawson Marshall Thurber,"action,thriller","English,Cantonese,Mandarin",5758778,"Action,Thriller",nbc_universal
3938,2017,Rough Night,22105643,20000000,2017-06-16,Sony Pictures,R,,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,"Columbia Pictures,Matt Tolmach Productions,Paulilu",United States,yes,100k-25m,50k-50m,Lucia Aniello,"comedy,crime,thriller","English,Spanish",4799050,"Comedy,Crime,Thriller",sony
45,2013,Identity Thief,134506920,35000000,2013-02-08,Universal,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Universal Pictures,Relativity Media,Bluegrass Films,Aggregate Films",United States,yes,25m-50m,100m-150m,Seth Gordon,"comedy,crime,drama","English,Spanish",2024432,"Adventure,Comedy,Crime,Drama",nbc_universal
3919,2017,Going in Style,45018541,24000000,2017-04-07,Warner Bros.,PG-13,,Remake,Comedy,Live Action,Contemporary Fiction,"New Line Cinema,Village Roadshow Productions,De Line Pictures,RatPac Entertainment,Dune Entertainment",United States,yes,100k-25m,50k-50m,Zach Braff,"comedy,crime",English,2568862,"Comedy,Crime",time_warner
891,2014,Million Dollar Arm,36447959,25000000,2014-05-16,Walt Disney,PG,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Roth Films,Mayhem Pictures",United States,yes,25m-50m,50k-50m,Craig Gillespie,"biography,drama,sport","English,Hindi",1647668,"Biography,Drama,Sport",disney
1816,2015,The Gift,43787265,5000000,2015-08-07,STX Entertainment,R,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Blumhouse,Ahimsa Films,Blue Tongue Films",United States,yes,100k-25m,50k-50m,Joel Edgerton,"drama,mystery,thriller",English,4178092,"Drama,Mystery,Thriller",others
2888,2016,Finding Dory,486295561,200000000,2016-06-17,Walt Disney,PG,Finding Nemo,Original Screenplay,Adventure,Digital Animation,Kids Fiction,Disney-Pixar,United States,yes,200m-225m,450m-500m,Andrew Stanton,"adventure,animation,comedy","English,Indonesian",2277860,"Animation,Adventure,Comedy,Family",disney
909,2014,A Haunted House 2,17329487,4000000,2014-04-18,Open Road,R,A Haunted House,Original Screenplay,Comedy,Live Action,Multiple Creative Types,"Baby Way,IM Global,Endgame Releasing,Automatik",United States,yes,100k-25m,50k-50m,Mike Tiddes,"comedy,fantasy",English,2828996,"Comedy,Fantasy",others
1907,2015,Rock the Kasbah,3020665,0,2015-10-23,Open Road,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Open Road Films,Venture 4th,QED International,Shangri-La Entertainment",United States,yes,no info,50k-50m,Barry Levinson,"comedy,music,war",English,3164256,"Comedy,Music,War",others
3930,2017,The Nut Job 2: Nutty by Nature,28370522,40000000,2017-08-11,Open Road,PG,The Nut Job,Based on Fiction Book/Short Story,Adventure,Digital Animation,Kids Fiction,"Toonbox Entertainment,Red Rover Films,Gulfstream Pictures","Canada,Republic of Korea,United States",yes,25m-50m,50k-50m,Cal Brunker,"action,adventure,animation",English,3486626,"Animation,Action,Adventure,Comedy,Family,Fantasy",others
172,2013,Grace Unplugged,2507159,1700000,2013-10-04,Roadside Attractions,PG,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Lionsgate,Mark Burg,Coram Deo Studios,Birchwood Pictures",United States,yes,100k-25m,50k-50m,Brad J. Silverman,"drama,music",English,2349460,"Drama,Music",lionsgate
2923,2016,Central Intelligence,127440871,50000000,2016-06-17,Warner Bros.,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"New Line Cinema,Universal Pictures,RatPac Entertainment,Dune Entertainment,Perfect World Pictures,Bluegrass Films,Principato-Young Entertainment",United States,yes,50m-75m,100m-150m,Rawson Marshall Thurber,"action,comedy,crime",English,1489889,"Action,Comedy,Crime",time_warner
804,2014,Lucy,126573960,40000000,2014-07-25,Universal,R,,Original Screenplay,Action,Live Action,Science Fiction,"EuropaCorp,TF1 Film Productions,Canal Plus,Cine Plus,TF1 International","France,United States",yes,25m-50m,100m-150m,Luc Besson,"action,sci-fi,thriller","English,Mandarin,French,Italian,German,Spanish,Korean",2872732,"Action,Sci-Fi,Thriller",nbc_universal
4006,2017,Table 19,3614896,5000000,2017-03-03,Fox Searchlight,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"3311 Productions,Fox Searchlight Pictures,21 Laps Entertainment","Finland,United States",yes,100k-25m,50k-50m,Jeffrey Blitz,"comedy,drama,romance",English,1412528,"Comedy,Drama,Romance",21st_century_fox
5258,2018,A Quiet Place,188024361,17000000,2018-04-06,Paramount Pictures,PG-13,,Original Screenplay,Horror,Live Action,Contemporary Fiction,"Paramount Pictures,Platinum Dunes,Sunday Night",United States,yes,100k-25m,150m-200m,John Krasinski,"drama,horror,sci-fi","English,American Sign Language",6644200,"Drama,Horror,Mystery,Sci-Fi,Thriller",viacom
3959,2017,Only the Brave,18340051,38000000,2017-10-20,Sony Pictures,PG-13,,Based on Real Life Events,Drama,Live Action,Dramatization,"Columbia Pictures,Summit Entertainment,Black Label Media,di Bonaventura Pictures,Conde Nast,Relevant Entertainment",United States,yes,25m-50m,50k-50m,Joseph Kosinski,"biography,drama",English,3829920,"Biography,Drama",sony
5428,2018,Jurassic World: Fallen Kingdom,416573615,170000000,2018-06-22,Universal,PG-13,Jurassic Park,Based on Fiction Book/Short Story,Action,Live Action,Science Fiction,"Universal Pictures,Amblin Entertainment,The Kennedy/Marshall Company,Legendary Pictures,Perfect World Pictures",United States,yes,150m-175m,400m-450m,J.A. Bayona,"action,adventure,sci-fi","English,Russian",4881806,"Action,Adventure,Sci-Fi",nbc_universal
138,2013,The Bling Ring,5845732,0,2013-06-14,A24,R,,Based on Real Life Events,Drama,Live Action,Dramatization,"Nala Films,American Zoetrope,Pathe,Tohokushinsha Film Corporation,Tobis Film GMBH & Co.,KG,StudioCanal,FilmNation Entertainment",United States,yes,no info,50k-50m,Sofia Coppola,"biography,crime,drama",English,2132285,"Biography,Crime,Drama",others
101,2013,Parker,17616641,35000000,2013-01-25,FilmDistrict,R,,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Incentive Filmed Entertainment,Sierra Pictures,Alexander/Mitchell,Current Entertainment,Sidney Kimmel Entertainment,Anvil Films",United States,yes,25m-50m,50k-50m,Taylor Hackford,"action,crime,romance",English,1904996,"Action,Crime,Romance,Thriller",others
4080,2017,Wilson,653951,0,2017-03-24,Fox Searchlight,R,,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,Fox Searchlight Pictures,United States,yes,no info,50k-50m,Craig Johnson,"comedy,drama",English,1781058,"Comedy,Drama",21st_century_fox
3895,2017,Smurfs: The Lost Village,45020282,60000000,2017-04-07,Sony Pictures,PG,The Smurfs,Based on Comic/Graphic Novel,Adventure,Digital Animation,Kids Fiction,"Kerner Entertainment Company,Columbia Pictures,LStar Capital,Wanda Media,Sony Pictures Animation",United States,yes,50m-75m,50k-50m,Kelly Asbury,"adventure,animation,comedy",English,2398241,"Animation,Adventure,Comedy,Family,Fantasy",sony
3915,2017,Life,30234022,58000000,2017-03-24,Sony Pictures,R,,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,"Columbia Pictures,Skydance Productions","United Kingdom,United States",yes,50m-75m,50k-50m,Daniel Espinosa,"horror,sci-fi,thriller","English,Japanese,Vietnamese",5442430,"Horror,Sci-Fi,Thriller",sony
956,2014,The Signal,600896,4000000,2014-06-13,Focus Features,PG-13,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Low Spark Films,Automatik",United States,yes,100k-25m,50k-50m,William Eubank,"sci-fi,thriller",English,2910814,"Sci-Fi,Thriller",nbc_universal
5122,2018,Annihilation,32732301,55000000,2018-02-23,Paramount Pictures,R,,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction,"Skydance Productions,DNA Films,Scott Rudin Productions,Paramount Pictures,Huahua Film","United Kingdom,United States",yes,50m-75m,50k-50m,Alex Garland,"adventure,drama,horror",English,2798920,"Adventure,Drama,Horror,Mystery,Sci-Fi,Thriller",viacom
2960,2016,War Dogs,43034523,50000000,2016-08-19,Warner Bros.,R,,Based on Factual Book/Article,Comedy,Live Action,Dramatization,"Warner Bros.,Joint Effort,The Mark Gordon Company",United States,yes,50m-75m,50k-50m,Todd Phillips,"comedy,crime,drama","English,Arabic,Albanian,Romanian",2005151,"Comedy,Crime,Drama,War",time_warner
842,2014,Sex Tape,38543473,40000000,2014-07-18,Sony Pictures,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Escape Artists,Media Rights Capital,LStar Capital",United States,yes,25m-50m,50k-50m,Jake Kasdan,"comedy,romance","English,Ukrainian",1956620,"Comedy,Romance",sony
118,2013,The Incredible Burt Wonderstone,22537881,32000000,2013-03-15,Warner Bros.,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"New Line Cinema,Benderspink Productions,Carousel Films",United States,yes,25m-50m,50k-50m,Don Scardino,"adventure,comedy,fantasy","English,Spanish",790628,"Adventure,Comedy,Fantasy",time_warner
819,2014,Annabelle,84273813,6500000,2014-10-03,Warner Bros.,R,The Conjuring,Spin-Off,Horror,Live Action,Fantasy,"Atomic Monster,The Safran Company,RatPac Entertainment,Dune Entertainment",United States,yes,100k-25m,50m-100m,John R. Leonetti,"horror,mystery,thriller",English,3322940,"Horror,Mystery,Thriller",time_warner
1794,2015,Poltergeist,47425125,35000000,2015-05-22,20th Century Fox,PG-13,,Remake,Horror,Live Action,Fantasy,"Ghost House Pictures,Vertigo Entertainment",United States,yes,25m-50m,50k-50m,Gil Kenan,"horror,thriller",English,1029360,"Horror,Thriller",21st_century_fox
1743,2015,Mission: Impossible—Rogue Nation,195042377,150000000,2015-07-31,Paramount Pictures,PG-13,Mission: Impossible,Based on TV,Action,Live Action,Contemporary Fiction,"Bad Robot,Skydance Productions,Tom Cruise Productions,Paramount Pictures",United States,yes,150m-175m,150m-200m,Christopher McQuarrie,"action,adventure,thriller","English,Swedish,German",2381249,"Action,Adventure,Thriller",viacom
859,2014,A Million Ways to Die in The West,42720965,40000000,2014-05-30,Universal,R,,Original Screenplay,Comedy,Live Action,Historical Fiction,Bluegrass Films,United States,yes,25m-50m,50k-50m,Seth MacFarlane,"action,comedy,western","English,Navajo,Mandarin",2557490,"Action,Comedy,Western",nbc_universal
807,2014,Penguins of Madagascar,83350911,132000000,2014-11-26,20th Century Fox,PG,Madagascar,Spin-Off,Adventure,Digital Animation,Kids Fiction,"DreamWorks Animation,PDI",United States,yes,125m-150m,50m-100m,"Simon J. Smith,Eric Darnell","adventure,animation,comedy","English,Italian,Mandarin",1911658,"Animation,Adventure,Comedy,Family,Sci-Fi",21st_century_fox
1832,2015,Still Alice,18656400,5000000,2015-01-16,Sony Pictures Classics,PG-13,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Lutzus-Brown,Killer Films,Big Indie Pictures,Shriver Films",United States,yes,100k-25m,50k-50m,"Richard Glatzer,Wash Westmoreland",drama,English,3316960,Drama,sony
3864,2017,Thor: Ragnarok,315058289,180000000,2017-11-03,Walt Disney,PG-13,Thor,Based on Comic/Graphic Novel,Action,Live Action,Super Hero,Marvel Studios,United States,yes,175m-200m,300m-350m,Taika Waititi,"action,adventure,comedy",English,3501632,"Action,Adventure,Comedy,Fantasy,Sci-Fi",disney
899,2014,Get on Up,30569935,30000000,2014-08-01,Universal,PG-13,,Based on Real Life Events,Drama,Live Action,Dramatization,"Jagged Films,Brian Grazer Productions,Wyolah Films",United States,yes,25m-50m,50k-50m,Tate Taylor,"biography,drama,music",English,2473602,"Biography,Drama,Music",nbc_universal
3071,2016,Demolition,1978592,0,2016-04-08,Fox Searchlight,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Sidney Kimmel Entertainment,Black Label Media,Mr. Mudd,Fox Searchlight Pictures",United States,yes,no info,50k-50m,Jean-Marc Vallee,"comedy,drama",English,1172049,"Comedy,Drama",21st_century_fox
1765,2015,Spy!,110825712,65000000,2015-06-05,20th Century Fox,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Chernin Entertainment,Feigco Entertainment",United States,yes,50m-75m,100m-150m,Paul Feig,"action,comedy,crime","English,French,Italian,German",3079380,"Action,Comedy,Crime",21st_century_fox
26,2013,Turbo,83028130,135000000,2013-07-17,20th Century Fox,PG,,Original Screenplay,Adventure,Digital Animation,Kids Fiction,"DreamWorks Animation,Lisa Stewart",United States,yes,125m-150m,50m-100m,David Soren,"adventure,animation,comedy",English,1860353,"Animation,Adventure,Comedy,Family,Sci-Fi,Sport",21st_century_fox
1774,2015,Bridge of Spies,72313754,40000000,2015-10-16,Walt Disney,PG-13,,Original Screenplay,Thriller/Suspense,Live Action,Historical Fiction,"DreamWorks Pictures,Fox 2000 Pictures,Reliance Entertainment,Participant Media,Afterworks Limited,Studio Babelsberg,Amblin Entertainment,Marc Platt Productions",United States,yes,25m-50m,50m-100m,Steven Spielberg,"drama,history,thriller","English,German,Russian",3682448,"Drama,History,Thriller",disney
1745,2015,The Hunger Games: Mockingjay - Part 2,281723902,160000000,2015-11-20,Lionsgate,PG-13,Hunger Games,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction,"Lionsgate,Color Force",United States,yes,150m-175m,250m-300m,Francis Lawrence,"action,adventure,sci-fi",English,1951266,"Action,Adventure,Sci-Fi,Thriller",lionsgate
15,2013,The Wolverine,132556852,115000000,2013-07-26,20th Century Fox,PG-13,Wolverine,Based on Comic/Graphic Novel,Action,Live Action,Super Hero,"20th Century Fox,Marvel Studios,Donners' Company,TSG Entertainment,Ingenious Media",United States,yes,100m-125m,100m-150m,James Mangold,"action,adventure,fantasy","English,Japanese",1430132,"Action,Adventure,Sci-Fi",21st_century_fox
16,2013,Pacific Rim,101802906,190000000,2013-07-12,Warner Bros.,PG-13,Pacific Rim,Original Screenplay,Action,Live Action,Science Fiction,"Warner Bros.,Legendary Pictures,Guillermo del Toro,DDY",United States,yes,175m-200m,100m-150m,Guillermo del Toro,"action,adventure,sci-fi","English,Japanese,Cantonese,Mandarin",1663662,"Action,Adventure,Sci-Fi",time_warner
4012,2017,The Book of Henry,4288104,0,2017-06-16,Focus Features,PG-13,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Sidney Kimmel Entertainment,Double Nickel Entertainment,Focus Features",United States,yes,no info,50k-50m,Colin Trevorrow,"crime,drama,thriller",English,4572792,"Crime,Drama,Thriller",nbc_universal
1844,2015,Project Almanac,22348241,12000000,2015-01-30,Paramount Pictures,PG-13,,Original Screenplay,Adventure,Live Action,Science Fiction,Platinum Dunes,United States,yes,100k-25m,50k-50m,Dean Israelite,"drama,mystery,sci-fi",English,2436386,"Drama,Mystery,Sci-Fi,Thriller",viacom
810,2014,The Maze Runner,102427862,34000000,2014-09-19,20th Century Fox,PG-13,The Maze Runner,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction,"Gotham Group,Temple Hill Entertainment,TSG Entertainment,DayDay Films",United States,yes,25m-50m,100m-150m,Wes Ball,"action,mystery,sci-fi",English,1790864,"Action,Mystery,Sci-Fi,Thriller",21st_century_fox
1783,2015,Magic Mike XXL,66013057,14500000,2015-07-01,Warner Bros.,R,Magic Mike,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Warner Bros.,RatPac Entertainment,Dune Entertainment",United States,yes,100k-25m,50m-100m,Greg Jacobs,"comedy,drama,music",English,2268016,"Comedy,Drama,Music",time_warner
1847,2015,Mortdecai,7696134,60000000,2015-01-23,Lionsgate,R,,Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction,"Infinitum Nihil,Mad Chance,Lionsgate",United States,yes,50m-75m,50k-50m,David Koepp,"action,comedy,crime",English,3045616,"Action,Comedy,Crime,Mystery,Romance",lionsgate
3878,2017,The Greatest Showman,174340174,84000000,2017-12-20,20th Century Fox,PG,,Based on Real Life Events,Musical,Live Action,Dramatization,"Chernin Entertainment,Seed Productions,Laurence Mark,TSG Entertainment,Twentieth Century Fox",United States,yes,75m-100m,150m-200m,Michael Gracey,"biography,drama,musical",English,1485796,"Biography,Drama,Musical",21st_century_fox
1864,2015,The Vatican Tapes,1784763,13000000,2015-07-24,Lionsgate,PG-13,,Original Screenplay,Horror,Live Action,Contemporary Fiction,"Lakeshore Entertainment,Lionsgate",United States,yes,100k-25m,50k-50m,Mark Neveldine,"horror,thriller","English,Aramaic",1524575,"Horror,Thriller",lionsgate
1776,2015,Goosebumps,80069458,58000000,2015-10-16,Sony Pictures,PG,,Based on Fiction Book/Short Story,Horror,Animation/Live Action,Fantasy,"Columbia Pictures,Sony Pictures Animation,LStar Capital,Village Roadshow Productions,Original Film,Scholastic Entertainment Inc.",United States,yes,50m-75m,50m-100m,Rob Letterman,"adventure,comedy,family",English,1051904,"Adventure,Comedy,Family,Fantasy,Horror",sony
3059,2016,Everybody Wants Some,3400278,10000000,2016-04-15,Paramount Pictures,R,,Original Screenplay,Comedy,Live Action,Historical Fiction,"Paramount Pictures,Annapurna Pictures,Detour Filmproduction",United States,yes,100k-25m,50k-50m,Richard Linklater,comedy,English,2937696,Comedy,viacom
2981,2016,Barbershop: The Next Cut,54030051,20000000,2016-04-15,Warner Bros.,PG-13,Barbershop,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"New Line Cinema,Metro-Goldwyn-Mayer Pictures,State Street Pictures,Cube Vision",United States,yes,100k-25m,50m-100m,Malcolm D. Lee,"comedy,drama",English,3628584,"Comedy,Drama",time_warner
